date,plan,channel,mrr
2025-01-25,Enterprise,Organic,3943.06
2025-01-25,Enterprise,Paid,2604.82
2025-01-25,Enterprise,Referral,1143.20
2025-01-25,SMB,Organic,3118.03
2025-01-25,SMB,Paid,2137.01
2025-01-25,SMB,Referral,897.89
2025-01-25,Self-serve,Organic,1749.15
2025-01-25,Self-serve,Paid,1206.04
2025-01-25,Self-serve,Referral,518.00
2025-01-26,Enterprise,Organic,3964.31
2025-01-26,Enterprise,Paid,2662.01
2025-01-26,Enterprise,Referral,1167.72
2025-01-26,SMB,Organic,2995.44
2025-01-26,SMB,Paid,2015.95
2025-01-26,SMB,Referral,882.08
2025-01-26,Self-serve,Organic,1809.16
2025-01-26,Self-serve,Paid,1223.47
2025-01-26,Self-serve,Referral,497.78
2025-01-27,Enterprise,Organic,4772.57
2025-01-27,Enterprise,Paid,3490.88
2025-01-27,Enterprise,Referral,1571.45
2025-01-27,SMB,Organic,3870.04
2025-01-27,SMB,Paid,2831.11
2025-01-27,SMB,Referral,1179.88
2025-01-27,Self-serve,Organic,2255.35
2025-01-27,Self-serve,Paid,1494.36
2025-01-27,Self-serve,Referral,685.94
2025-01-28,Enterprise,Organic,4958.80
2025-01-28,Enterprise,Paid,3597.18
2025-01-28,Enterprise,Referral,1466.03
2025-01-28,SMB,Organic,3916.68
2025-01-28,SMB,Paid,2755.99
2025-01-28,SMB,Referral,1163.40
2025-01-28,Self-serve,Organic,2253.30
2025-01-28,Self-serve,Paid,1545.94
2025-01-28,Self-serve,Referral,654.88
2025-01-29,Enterprise,Organic,5158.64
2025-01-29,Enterprise,Paid,3553.53
2025-01-29,Enterprise,Referral,1442.78
2025-01-29,SMB,Organic,3893.19
2025-01-29,SMB,Paid,2619.83
2025-01-29,SMB,Referral,1107.56
2025-01-29,Self-serve,Organic,2255.22
2025-01-29,Self-serve,Paid,1452.89
2025-01-29,Self-serve,Referral,674.46
2025-01-30,Enterprise,Organic,4889.47
2025-01-30,Enterprise,Paid,3426.89
2025-01-30,Enterprise,Referral,1496.22
2025-01-30,SMB,Organic,3898.79
2025-01-30,SMB,Paid,2615.88
2025-01-30,SMB,Referral,1174.34
2025-01-30,Self-serve,Organic,2197.15
2025-01-30,Self-serve,Paid,1475.03
2025-01-30,Self-serve,Referral,653.56
2025-01-31,Enterprise,Organic,5039.51
2025-01-31,Enterprise,Paid,3557.67
2025-01-31,Enterprise,Referral,1482.94
2025-01-31,SMB,Organic,3629.26
2025-01-31,SMB,Paid,2673.34
2025-01-31,SMB,Referral,1157.92
2025-01-31,Self-serve,Organic,2197.49
2025-01-31,Self-serve,Paid,1540.92
2025-01-31,Self-serve,Referral,652.23
2025-02-01,Enterprise,Organic,3904.06
2025-02-01,Enterprise,Paid,2688.81
2025-02-01,Enterprise,Referral,1106.94
2025-02-01,SMB,Organic,3074.11
2025-02-01,SMB,Paid,2142.06
2025-02-01,SMB,Referral,928.20
2025-02-01,Self-serve,Organic,1669.14
2025-02-01,Self-serve,Paid,1240.79
2025-02-01,Self-serve,Referral,553.83
2025-02-02,Enterprise,Organic,3925.92
2025-02-02,Enterprise,Paid,2736.62
2025-02-02,Enterprise,Referral,1185.90
2025-02-02,SMB,Organic,3232.06
2025-02-02,SMB,Paid,2066.94
2025-02-02,SMB,Referral,919.47
2025-02-02,Self-serve,Organic,1699.00
2025-02-02,Self-serve,Paid,1198.53
2025-02-02,Self-serve,Referral,521.45
2025-02-03,Enterprise,Organic,5244.84
2025-02-03,Enterprise,Paid,3719.42
2025-02-03,Enterprise,Referral,1532.66
2025-02-03,SMB,Organic,3876.55
2025-02-03,SMB,Paid,2949.84
2025-02-03,SMB,Referral,1161.17
2025-02-03,Self-serve,Organic,2202.09
2025-02-03,Self-serve,Paid,1484.83
2025-02-03,Self-serve,Referral,700.30
2025-02-04,Enterprise,Organic,5193.00
2025-02-04,Enterprise,Paid,3788.71
2025-02-04,Enterprise,Referral,1450.81
2025-02-04,SMB,Organic,4096.69
2025-02-04,SMB,Paid,2753.27
2025-02-04,SMB,Referral,1205.97
2025-02-04,Self-serve,Organic,2131.98
2025-02-04,Self-serve,Paid,1639.14
2025-02-04,Self-serve,Referral,688.73
2025-02-05,Enterprise,Organic,4952.40
2025-02-05,Enterprise,Paid,3537.90
2025-02-05,Enterprise,Referral,1453.30
2025-02-05,SMB,Organic,3789.33
2025-02-05,SMB,Paid,2661.93
2025-02-05,SMB,Referral,1092.61
2025-02-05,Self-serve,Organic,2260.61
2025-02-05,Self-serve,Paid,1597.69
2025-02-05,Self-serve,Referral,647.18
2025-02-06,Enterprise,Organic,5015.26
2025-02-06,Enterprise,Paid,3446.71
2025-02-06,Enterprise,Referral,1503.69
2025-02-06,SMB,Organic,3787.75
2025-02-06,SMB,Paid,2630.68
2025-02-06,SMB,Referral,1194.68
2025-02-06,Self-serve,Organic,2201.73
2025-02-06,Self-serve,Paid,1637.85
2025-02-06,Self-serve,Referral,662.71
2025-02-07,Enterprise,Organic,4739.46
2025-02-07,Enterprise,Paid,3538.03
2025-02-07,Enterprise,Referral,1490.14
2025-02-07,SMB,Organic,3874.26
2025-02-07,SMB,Paid,2748.91
2025-02-07,SMB,Referral,1115.20
2025-02-07,Self-serve,Organic,2158.35
2025-02-07,Self-serve,Paid,1508.83
2025-02-07,Self-serve,Referral,624.82
2025-02-08,Enterprise,Organic,3910.39
2025-02-08,Enterprise,Paid,2869.71
2025-02-08,Enterprise,Referral,1190.89
2025-02-08,SMB,Organic,2941.86
2025-02-08,SMB,Paid,2045.80
2025-02-08,SMB,Referral,965.63
2025-02-08,Self-serve,Organic,1747.06
2025-02-08,Self-serve,Paid,1202.45
2025-02-08,Self-serve,Referral,521.22
2025-02-09,Enterprise,Organic,3770.83
2025-02-09,Enterprise,Paid,2879.91
2025-02-09,Enterprise,Referral,1169.75
2025-02-09,SMB,Organic,3194.77
2025-02-09,SMB,Paid,2151.54
2025-02-09,SMB,Referral,960.15
2025-02-09,Self-serve,Organic,1767.15
2025-02-09,Self-serve,Paid,1258.97
2025-02-09,Self-serve,Referral,537.44
2025-02-10,Enterprise,Organic,5173.33
2025-02-10,Enterprise,Paid,3591.96
2025-02-10,Enterprise,Referral,1512.87
2025-02-10,SMB,Organic,4176.81
2025-02-10,SMB,Paid,2689.66
2025-02-10,SMB,Referral,1185.11
2025-02-10,Self-serve,Organic,2258.06
2025-02-10,Self-serve,Paid,1599.01
2025-02-10,Self-serve,Referral,668.39
2025-02-11,Enterprise,Organic,5131.70
2025-02-11,Enterprise,Paid,3540.56
2025-02-11,Enterprise,Referral,1452.73
2025-02-11,SMB,Organic,3955.12
2025-02-11,SMB,Paid,2676.40
2025-02-11,SMB,Referral,1124.48
2025-02-11,Self-serve,Organic,2268.70
2025-02-11,Self-serve,Paid,1604.74
2025-02-11,Self-serve,Referral,688.54
2025-02-12,Enterprise,Organic,5079.76
2025-02-12,Enterprise,Paid,3293.63
2025-02-12,Enterprise,Referral,1437.25
2025-02-12,SMB,Organic,4114.83
2025-02-12,SMB,Paid,2633.95
2025-02-12,SMB,Referral,1186.81
2025-02-12,Self-serve,Organic,2174.15
2025-02-12,Self-serve,Paid,1557.65
2025-02-12,Self-serve,Referral,653.32
2025-02-13,Enterprise,Organic,5084.24
2025-02-13,Enterprise,Paid,3514.37
2025-02-13,Enterprise,Referral,1479.83
2025-02-13,SMB,Organic,3766.37
2025-02-13,SMB,Paid,2744.09
2025-02-13,SMB,Referral,1124.22
2025-02-13,Self-serve,Organic,2250.72
2025-02-13,Self-serve,Paid,1678.13
2025-02-13,Self-serve,Referral,693.67
2025-02-14,Enterprise,Organic,5016.62
2025-02-14,Enterprise,Paid,3428.73
2025-02-14,Enterprise,Referral,1387.55
2025-02-14,SMB,Organic,3667.99
2025-02-14,SMB,Paid,2776.55
2025-02-14,SMB,Referral,1118.70
2025-02-14,Self-serve,Organic,2136.79
2025-02-14,Self-serve,Paid,1520.21
2025-02-14,Self-serve,Referral,633.91
2025-02-15,Enterprise,Organic,3824.42
2025-02-15,Enterprise,Paid,2775.18
2025-02-15,Enterprise,Referral,1159.31
2025-02-15,SMB,Organic,3019.56
2025-02-15,SMB,Paid,2111.08
2025-02-15,SMB,Referral,940.98
2025-02-15,Self-serve,Organic,1752.40
2025-02-15,Self-serve,Paid,1228.67
2025-02-15,Self-serve,Referral,538.89
2025-02-16,Enterprise,Organic,3957.76
2025-02-16,Enterprise,Paid,2759.06
2025-02-16,Enterprise,Referral,1209.24
2025-02-16,SMB,Organic,3153.40
2025-02-16,SMB,Paid,2154.45
2025-02-16,SMB,Referral,929.67
2025-02-16,Self-serve,Organic,1725.10
2025-02-16,Self-serve,Paid,1204.64
2025-02-16,Self-serve,Referral,542.19
2025-02-17,Enterprise,Organic,5183.93
2025-02-17,Enterprise,Paid,3629.87
2025-02-17,Enterprise,Referral,1547.63
2025-02-17,SMB,Organic,3984.35
2025-02-17,SMB,Paid,2843.38
2025-02-17,SMB,Referral,1227.14
2025-02-17,Self-serve,Organic,2335.78
2025-02-17,Self-serve,Paid,1586.72
2025-02-17,Self-serve,Referral,710.47
2025-02-18,Enterprise,Organic,5156.07
2025-02-18,Enterprise,Paid,3652.69
2025-02-18,Enterprise,Referral,1549.29
2025-02-18,SMB,Organic,4012.50
2025-02-18,SMB,Paid,2726.55
2025-02-18,SMB,Referral,1220.04
2025-02-18,Self-serve,Organic,2470.26
2025-02-18,Self-serve,Paid,1575.28
2025-02-18,Self-serve,Referral,684.25
2025-02-19,Enterprise,Organic,4964.02
2025-02-19,Enterprise,Paid,3470.40
2025-02-19,Enterprise,Referral,1579.35
2025-02-19,SMB,Organic,3834.28
2025-02-19,SMB,Paid,2700.34
2025-02-19,SMB,Referral,1118.08
2025-02-19,Self-serve,Organic,2185.34
2025-02-19,Self-serve,Paid,1485.09
2025-02-19,Self-serve,Referral,683.56
2025-02-20,Enterprise,Organic,5459.63
2025-02-20,Enterprise,Paid,3486.84
2025-02-20,Enterprise,Referral,1435.43
2025-02-20,SMB,Organic,4023.12
2025-02-20,SMB,Paid,2682.35
2025-02-20,SMB,Referral,1221.02
2025-02-20,Self-serve,Organic,2219.55
2025-02-20,Self-serve,Paid,1537.24
2025-02-20,Self-serve,Referral,667.96
2025-02-21,Enterprise,Organic,5059.15
2025-02-21,Enterprise,Paid,3439.06
2025-02-21,Enterprise,Referral,1461.89
2025-02-21,SMB,Organic,3824.48
2025-02-21,SMB,Paid,2590.44
2025-02-21,SMB,Referral,1167.98
2025-02-21,Self-serve,Organic,2080.69
2025-02-21,Self-serve,Paid,1518.47
2025-02-21,Self-serve,Referral,674.59
2025-02-22,Enterprise,Organic,4035.91
2025-02-22,Enterprise,Paid,2849.27
2025-02-22,Enterprise,Referral,1197.52
2025-02-22,SMB,Organic,3219.93
2025-02-22,SMB,Paid,2237.94
2025-02-22,SMB,Referral,945.72
2025-02-22,Self-serve,Organic,1827.04
2025-02-22,Self-serve,Paid,1272.32
2025-02-22,Self-serve,Referral,526.24
2025-02-23,Enterprise,Organic,3842.28
2025-02-23,Enterprise,Paid,2837.93
2025-02-23,Enterprise,Referral,1220.79
2025-02-23,SMB,Organic,3215.85
2025-02-23,SMB,Paid,2118.56
2025-02-23,SMB,Referral,908.79
2025-02-23,Self-serve,Organic,1803.97
2025-02-23,Self-serve,Paid,1242.93
2025-02-23,Self-serve,Referral,503.63
2025-02-24,Enterprise,Organic,5210.92
2025-02-24,Enterprise,Paid,3406.60
2025-02-24,Enterprise,Referral,1502.04
2025-02-24,SMB,Organic,4170.36
2025-02-24,SMB,Paid,2959.08
2025-02-24,SMB,Referral,1158.50
2025-02-24,Self-serve,Organic,2267.56
2025-02-24,Self-serve,Paid,1605.18
2025-02-24,Self-serve,Referral,723.77
2025-02-25,Enterprise,Organic,5081.99
2025-02-25,Enterprise,Paid,3559.12
2025-02-25,Enterprise,Referral,1619.38
2025-02-25,SMB,Organic,3966.87
2025-02-25,SMB,Paid,2869.23
2025-02-25,SMB,Referral,1150.26
2025-02-25,Self-serve,Organic,2280.78
2025-02-25,Self-serve,Paid,1524.89
2025-02-25,Self-serve,Referral,665.99
2025-02-26,Enterprise,Organic,5195.55
2025-02-26,Enterprise,Paid,3542.26
2025-02-26,Enterprise,Referral,1505.83
2025-02-26,SMB,Organic,3853.21
2025-02-26,SMB,Paid,2740.96
2025-02-26,SMB,Referral,1193.21
2025-02-26,Self-serve,Organic,2318.85
2025-02-26,Self-serve,Paid,1452.53
2025-02-26,Self-serve,Referral,658.87
2025-02-27,Enterprise,Organic,5097.40
2025-02-27,Enterprise,Paid,3540.70
2025-02-27,Enterprise,Referral,1540.37
2025-02-27,SMB,Organic,3977.48
2025-02-27,SMB,Paid,2736.81
2025-02-27,SMB,Referral,1165.03
2025-02-27,Self-serve,Organic,2238.14
2025-02-27,Self-serve,Paid,1632.72
2025-02-27,Self-serve,Referral,661.57
2025-02-28,Enterprise,Organic,4973.21
2025-02-28,Enterprise,Paid,3507.00
2025-02-28,Enterprise,Referral,1564.75
2025-02-28,SMB,Organic,3840.44
2025-02-28,SMB,Paid,2790.78
2025-02-28,SMB,Referral,1205.58
2025-02-28,Self-serve,Organic,2210.25
2025-02-28,Self-serve,Paid,1540.34
2025-02-28,Self-serve,Referral,657.79
2025-03-01,Enterprise,Organic,3997.63
2025-03-01,Enterprise,Paid,2892.25
2025-03-01,Enterprise,Referral,1216.94
2025-03-01,SMB,Organic,3155.43
2025-03-01,SMB,Paid,2119.28
2025-03-01,SMB,Referral,912.71
2025-03-01,Self-serve,Organic,1905.60
2025-03-01,Self-serve,Paid,1246.64
2025-03-01,Self-serve,Referral,524.65
2025-03-02,Enterprise,Organic,4205.83
2025-03-02,Enterprise,Paid,2846.75
2025-03-02,Enterprise,Referral,1230.79
2025-03-02,SMB,Organic,3123.55
2025-03-02,SMB,Paid,2174.59
2025-03-02,SMB,Referral,936.17
2025-03-02,Self-serve,Organic,1717.96
2025-03-02,Self-serve,Paid,1251.31
2025-03-02,Self-serve,Referral,542.47
2025-03-03,Enterprise,Organic,5478.34
2025-03-03,Enterprise,Paid,3642.52
2025-03-03,Enterprise,Referral,1448.03
2025-03-03,SMB,Organic,4025.45
2025-03-03,SMB,Paid,3058.02
2025-03-03,SMB,Referral,1242.53
2025-03-03,Self-serve,Organic,2250.65
2025-03-03,Self-serve,Paid,1643.37
2025-03-03,Self-serve,Referral,676.62
2025-03-04,Enterprise,Organic,4984.53
2025-03-04,Enterprise,Paid,3598.87
2025-03-04,Enterprise,Referral,1562.94
2025-03-04,SMB,Organic,3814.02
2025-03-04,SMB,Paid,2731.16
2025-03-04,SMB,Referral,1212.67
2025-03-04,Self-serve,Organic,2280.85
2025-03-04,Self-serve,Paid,1635.54
2025-03-04,Self-serve,Referral,667.50
2025-03-05,Enterprise,Organic,5213.91
2025-03-05,Enterprise,Paid,3446.29
2025-03-05,Enterprise,Referral,1606.83
2025-03-05,SMB,Organic,3765.85
2025-03-05,SMB,Paid,2688.05
2025-03-05,SMB,Referral,1205.98
2025-03-05,Self-serve,Organic,2381.96
2025-03-05,Self-serve,Paid,1603.09
2025-03-05,Self-serve,Referral,692.10
2025-03-06,Enterprise,Organic,5112.47
2025-03-06,Enterprise,Paid,3466.71
2025-03-06,Enterprise,Referral,1510.39
2025-03-06,SMB,Organic,3829.78
2025-03-06,SMB,Paid,2675.27
2025-03-06,SMB,Referral,1206.65
2025-03-06,Self-serve,Organic,2194.49
2025-03-06,Self-serve,Paid,1604.95
2025-03-06,Self-serve,Referral,654.70
2025-03-07,Enterprise,Organic,5063.12
2025-03-07,Enterprise,Paid,3461.45
2025-03-07,Enterprise,Referral,1569.08
2025-03-07,SMB,Organic,3941.18
2025-03-07,SMB,Paid,2833.59
2025-03-07,SMB,Referral,1144.44
2025-03-07,Self-serve,Organic,2234.20
2025-03-07,Self-serve,Paid,1515.36
2025-03-07,Self-serve,Referral,660.83
2025-03-08,Enterprise,Organic,4025.64
2025-03-08,Enterprise,Paid,2778.43
2025-03-08,Enterprise,Referral,1172.88
2025-03-08,SMB,Organic,3022.04
2025-03-08,SMB,Paid,2054.05
2025-03-08,SMB,Referral,916.76
2025-03-08,Self-serve,Organic,1837.30
2025-03-08,Self-serve,Paid,1201.81
2025-03-08,Self-serve,Referral,518.80
2025-03-09,Enterprise,Organic,4279.91
2025-03-09,Enterprise,Paid,2788.89
2025-03-09,Enterprise,Referral,1230.24
2025-03-09,SMB,Organic,3219.96
2025-03-09,SMB,Paid,2255.32
2025-03-09,SMB,Referral,904.44
2025-03-09,Self-serve,Organic,1792.68
2025-03-09,Self-serve,Paid,1202.29
2025-03-09,Self-serve,Referral,581.30
2025-03-10,Enterprise,Organic,4977.38
2025-03-10,Enterprise,Paid,3544.22
2025-03-10,Enterprise,Referral,1519.29
2025-03-10,SMB,Organic,3883.28
2025-03-10,SMB,Paid,2961.57
2025-03-10,SMB,Referral,1308.39
2025-03-10,Self-serve,Organic,2290.17
2025-03-10,Self-serve,Paid,1561.91
2025-03-10,Self-serve,Referral,650.23
2025-03-11,Enterprise,Organic,5194.50
2025-03-11,Enterprise,Paid,3628.21
2025-03-11,Enterprise,Referral,1539.17
2025-03-11,SMB,Organic,4097.00
2025-03-11,SMB,Paid,2882.76
2025-03-11,SMB,Referral,1232.83
2025-03-11,Self-serve,Organic,2303.64
2025-03-11,Self-serve,Paid,1574.19
2025-03-11,Self-serve,Referral,711.65
2025-03-12,Enterprise,Organic,5143.08
2025-03-12,Enterprise,Paid,3694.71
2025-03-12,Enterprise,Referral,1578.90
2025-03-12,SMB,Organic,3828.11
2025-03-12,SMB,Paid,2678.63
2025-03-12,SMB,Referral,1172.41
2025-03-12,Self-serve,Organic,2212.55
2025-03-12,Self-serve,Paid,1635.71
2025-03-12,Self-serve,Referral,692.71
2025-03-13,Enterprise,Organic,5316.08
2025-03-13,Enterprise,Paid,3645.31
2025-03-13,Enterprise,Referral,1553.58
2025-03-13,SMB,Organic,4146.80
2025-03-13,SMB,Paid,2841.40
2025-03-13,SMB,Referral,1203.27
2025-03-13,Self-serve,Organic,2388.86
2025-03-13,Self-serve,Paid,1606.63
2025-03-13,Self-serve,Referral,679.92
2025-03-14,Enterprise,Organic,4927.36
2025-03-14,Enterprise,Paid,3612.70
2025-03-14,Enterprise,Referral,1572.59
2025-03-14,SMB,Organic,3925.23
2025-03-14,SMB,Paid,2859.82
2025-03-14,SMB,Referral,1109.66
2025-03-14,Self-serve,Organic,2242.66
2025-03-14,Self-serve,Paid,1570.59
2025-03-14,Self-serve,Referral,659.22
2025-03-15,Enterprise,Organic,4378.79
2025-03-15,Enterprise,Paid,2854.90
2025-03-15,Enterprise,Referral,1210.97
2025-03-15,SMB,Organic,3180.90
2025-03-15,SMB,Paid,2091.21
2025-03-15,SMB,Referral,931.79
2025-03-15,Self-serve,Organic,1869.82
2025-03-15,Self-serve,Paid,1247.38
2025-03-15,Self-serve,Referral,531.32
2025-03-16,Enterprise,Organic,4251.39
2025-03-16,Enterprise,Paid,2978.61
2025-03-16,Enterprise,Referral,1246.24
2025-03-16,SMB,Organic,3138.20
2025-03-16,SMB,Paid,2211.15
2025-03-16,SMB,Referral,931.47
2025-03-16,Self-serve,Organic,1763.82
2025-03-16,Self-serve,Paid,1232.78
2025-03-16,Self-serve,Referral,535.31
2025-03-17,Enterprise,Organic,5101.35
2025-03-17,Enterprise,Paid,3512.46
2025-03-17,Enterprise,Referral,1589.83
2025-03-17,SMB,Organic,4123.65
2025-03-17,SMB,Paid,3012.63
2025-03-17,SMB,Referral,1203.82
2025-03-17,Self-serve,Organic,2360.69
2025-03-17,Self-serve,Paid,1653.30
2025-03-17,Self-serve,Referral,696.62
2025-03-18,Enterprise,Organic,5387.79
2025-03-18,Enterprise,Paid,3774.87
2025-03-18,Enterprise,Referral,1596.56
2025-03-18,SMB,Organic,4067.53
2025-03-18,SMB,Paid,2838.50
2025-03-18,SMB,Referral,1179.23
2025-03-18,Self-serve,Organic,2285.64
2025-03-18,Self-serve,Paid,1608.99
2025-03-18,Self-serve,Referral,678.99
2025-03-19,Enterprise,Organic,5246.07
2025-03-19,Enterprise,Paid,3754.53
2025-03-19,Enterprise,Referral,1511.01
2025-03-19,SMB,Organic,4061.37
2025-03-19,SMB,Paid,2731.54
2025-03-19,SMB,Referral,1197.09
2025-03-19,Self-serve,Organic,2253.56
2025-03-19,Self-serve,Paid,1639.94
2025-03-19,Self-serve,Referral,676.31
2025-03-20,Enterprise,Organic,5340.27
2025-03-20,Enterprise,Paid,3601.33
2025-03-20,Enterprise,Referral,1524.59
2025-03-20,SMB,Organic,3879.63
2025-03-20,SMB,Paid,2843.27
2025-03-20,SMB,Referral,1241.84
2025-03-20,Self-serve,Organic,2322.43
2025-03-20,Self-serve,Paid,1720.78
2025-03-20,Self-serve,Referral,720.70
2025-03-21,Enterprise,Organic,5043.34
2025-03-21,Enterprise,Paid,3529.21
2025-03-21,Enterprise,Referral,1548.61
2025-03-21,SMB,Organic,3859.59
2025-03-21,SMB,Paid,2868.35
2025-03-21,SMB,Referral,1200.62
2025-03-21,Self-serve,Organic,2279.76
2025-03-21,Self-serve,Paid,1616.29
2025-03-21,Self-serve,Referral,713.79
2025-03-22,Enterprise,Organic,4136.65
2025-03-22,Enterprise,Paid,2871.11
2025-03-22,Enterprise,Referral,1290.54
2025-03-22,SMB,Organic,3293.89
2025-03-22,SMB,Paid,2219.11
2025-03-22,SMB,Referral,960.44
2025-03-22,Self-serve,Organic,1839.85
2025-03-22,Self-serve,Paid,1294.29
2025-03-22,Self-serve,Referral,526.41
2025-03-23,Enterprise,Organic,3929.05
2025-03-23,Enterprise,Paid,2807.01
2025-03-23,Enterprise,Referral,1200.13
2025-03-23,SMB,Organic,3142.31
2025-03-23,SMB,Paid,2285.65
2025-03-23,SMB,Referral,956.39
2025-03-23,Self-serve,Organic,1841.76
2025-03-23,Self-serve,Paid,1234.60
2025-03-23,Self-serve,Referral,541.68
2025-03-24,Enterprise,Organic,5395.47
2025-03-24,Enterprise,Paid,3777.69
2025-03-24,Enterprise,Referral,1556.04
2025-03-24,SMB,Organic,4143.82
2025-03-24,SMB,Paid,3077.10
2025-03-24,SMB,Referral,1236.49
2025-03-24,Self-serve,Organic,2307.47
2025-03-24,Self-serve,Paid,1640.93
2025-03-24,Self-serve,Referral,708.90
2025-03-25,Enterprise,Organic,6075.81
2025-03-25,Enterprise,Paid,4268.43
2025-03-25,Enterprise,Referral,1751.76
2025-03-25,SMB,Organic,4610.07
2025-03-25,SMB,Paid,3308.13
2025-03-25,SMB,Referral,1417.09
2025-03-25,Self-serve,Organic,2666.59
2025-03-25,Self-serve,Paid,1888.78
2025-03-25,Self-serve,Referral,815.29
2025-03-26,Enterprise,Organic,6156.48
2025-03-26,Enterprise,Paid,4185.04
2025-03-26,Enterprise,Referral,1820.48
2025-03-26,SMB,Organic,4588.15
2025-03-26,SMB,Paid,3320.78
2025-03-26,SMB,Referral,1414.95
2025-03-26,Self-serve,Organic,2734.33
2025-03-26,Self-serve,Paid,1905.50
2025-03-26,Self-serve,Referral,813.65
2025-03-27,Enterprise,Organic,5984.77
2025-03-27,Enterprise,Paid,4232.62
2025-03-27,Enterprise,Referral,1858.20
2025-03-27,SMB,Organic,4577.27
2025-03-27,SMB,Paid,3206.41
2025-03-27,SMB,Referral,1408.20
2025-03-27,Self-serve,Organic,2701.01
2025-03-27,Self-serve,Paid,1821.27
2025-03-27,Self-serve,Referral,798.54
2025-03-28,Enterprise,Organic,5878.51
2025-03-28,Enterprise,Paid,3852.35
2025-03-28,Enterprise,Referral,1756.89
2025-03-28,SMB,Organic,4563.46
2025-03-28,SMB,Paid,3194.14
2025-03-28,SMB,Referral,1433.96
2025-03-28,Self-serve,Organic,2524.50
2025-03-28,Self-serve,Paid,1788.67
2025-03-28,Self-serve,Referral,724.42
2025-03-29,Enterprise,Organic,4697.45
2025-03-29,Enterprise,Paid,3296.75
2025-03-29,Enterprise,Referral,1407.99
2025-03-29,SMB,Organic,3830.24
2025-03-29,SMB,Paid,2661.94
2025-03-29,SMB,Referral,1114.71
2025-03-29,Self-serve,Organic,2094.77
2025-03-29,Self-serve,Paid,1528.47
2025-03-29,Self-serve,Referral,635.12
2025-03-30,Enterprise,Organic,4653.86
2025-03-30,Enterprise,Paid,3167.73
2025-03-30,Enterprise,Referral,1412.34
2025-03-30,SMB,Organic,3794.77
2025-03-30,SMB,Paid,2774.94
2025-03-30,SMB,Referral,1115.29
2025-03-30,Self-serve,Organic,2071.75
2025-03-30,Self-serve,Paid,1431.54
2025-03-30,Self-serve,Referral,646.66
2025-03-31,Enterprise,Organic,5815.19
2025-03-31,Enterprise,Paid,4369.14
2025-03-31,Enterprise,Referral,1887.26
2025-03-31,SMB,Organic,4838.25
2025-03-31,SMB,Paid,3320.99
2025-03-31,SMB,Referral,1457.01
2025-03-31,Self-serve,Organic,2742.99
2025-03-31,Self-serve,Paid,1865.70
2025-03-31,Self-serve,Referral,864.15
2025-04-01,Enterprise,Organic,6081.52
2025-04-01,Enterprise,Paid,4402.59
2025-04-01,Enterprise,Referral,1710.12
2025-04-01,SMB,Organic,4963.57
2025-04-01,SMB,Paid,3493.81
2025-04-01,SMB,Referral,1435.44
2025-04-01,Self-serve,Organic,2777.51
2025-04-01,Self-serve,Paid,1944.24
2025-04-01,Self-serve,Referral,803.71
2025-04-02,Enterprise,Organic,6137.67
2025-04-02,Enterprise,Paid,4124.45
2025-04-02,Enterprise,Referral,1778.48
2025-04-02,SMB,Organic,4855.44
2025-04-02,SMB,Paid,3383.79
2025-04-02,SMB,Referral,1379.14
2025-04-02,Self-serve,Organic,2624.74
2025-04-02,Self-serve,Paid,1842.28
2025-04-02,Self-serve,Referral,822.84
2025-04-03,Enterprise,Organic,5863.24
2025-04-03,Enterprise,Paid,4276.48
2025-04-03,Enterprise,Referral,1854.00
2025-04-03,SMB,Organic,4688.89
2025-04-03,SMB,Paid,3390.65
2025-04-03,SMB,Referral,1397.52
2025-04-03,Self-serve,Organic,2669.24
2025-04-03,Self-serve,Paid,1825.40
2025-04-03,Self-serve,Referral,830.54
2025-04-04,Enterprise,Organic,5799.91
2025-04-04,Enterprise,Paid,4199.10
2025-04-04,Enterprise,Referral,1777.12
2025-04-04,SMB,Organic,4471.39
2025-04-04,SMB,Paid,3172.99
2025-04-04,SMB,Referral,1442.63
2025-04-04,Self-serve,Organic,2654.37
2025-04-04,Self-serve,Paid,1790.97
2025-04-04,Self-serve,Referral,798.77
2025-04-05,Enterprise,Organic,4778.53
2025-04-05,Enterprise,Paid,3707.83
2025-04-05,Enterprise,Referral,1452.19
2025-04-05,SMB,Organic,3690.37
2025-04-05,SMB,Paid,2724.42
2025-04-05,SMB,Referral,1058.05
2025-04-05,Self-serve,Organic,2139.18
2025-04-05,Self-serve,Paid,1582.54
2025-04-05,Self-serve,Referral,637.71
2025-04-06,Enterprise,Organic,4554.51
2025-04-06,Enterprise,Paid,3323.09
2025-04-06,Enterprise,Referral,1504.19
2025-04-06,SMB,Organic,3778.86
2025-04-06,SMB,Paid,2549.86
2025-04-06,SMB,Referral,1097.96
2025-04-06,Self-serve,Organic,2099.40
2025-04-06,Self-serve,Paid,1510.88
2025-04-06,Self-serve,Referral,666.29
2025-04-07,Enterprise,Organic,6378.34
2025-04-07,Enterprise,Paid,4387.39
2025-04-07,Enterprise,Referral,1780.83
2025-04-07,SMB,Organic,4617.51
2025-04-07,SMB,Paid,3420.22
2025-04-07,SMB,Referral,1384.49
2025-04-07,Self-serve,Organic,2729.46
2025-04-07,Self-serve,Paid,1941.19
2025-04-07,Self-serve,Referral,796.28
2025-04-08,Enterprise,Organic,5999.06
2025-04-08,Enterprise,Paid,4320.24
